time,type,qty,price
27:56.6,buy,68676,31.10362192
27:57.0,buy,17721,31.29235527
27:57.6,sell,-63857,31.3317435
27:58.2,sell,-42564,31.24862065
27:58.8,sell,-160791,31.16992662
27:59.6,sell,-616,31.10089812
28:00.1,sell,-861,30.868038
28:00.9,sell,-7978,30.85672811
28:01.4,buy,135673,30.85343547
28:01.8,sell,-80160,31.12812935
28:02.8,buy,49466,31.10991748
28:03.6,sell,-3000,31.13450845
28:03.8,sell,-1724,31.06729594
28:04.5,buy,199745,31.00488445
28:04.6,buy,2493,31.02681321
28:05.3,buy,13178,31.10275335
28:06.2,buy,5970,31.11327846
28:06.7,sell,-20790,31.14339249
28:06.8,buy,8744,30.92444142
28:07.3,buy,10650,30.92661583
28:08.0,buy,4920,30.95786848
28:08.9,buy,753,31.00076143
28:09.1,buy,329,31.07748109
28:09.3,sell,-435238,31.15844367
28:09.9,buy,319368,31.12475016
28:10.9,buy,68517,31.13021959
28:11.6,buy,22514,31.13983803
28:11.7,buy,21353,31.1892854
28:12.5,sell,-86,31.20094183
28:12.9,sell,-99487,31.16744717
28:13.2,buy,41557,31.14287516
28:13.5,buy,37666,31.35108237
28:13.6,buy,12185,31.35906552
28:14.4,sell,-68035,31.46233388
28:14.5,buy,23298,31.44950423
28:15.4,buy,6206,31.55437359
28:16.0,buy,15767,31.66955356
28:16.2,buy,20022,31.77907048
28:16.5,sell,-194375,31.84124026
28:17.2,buy,179606,31.67793419
28:17.7,sell,-17336,31.78369248
28:18.5,sell,-3775,31.62258428
28:18.8,buy,22975,31.60760207
28:19.4,buy,11910,31.68304334
28:19.8,sell,-16902,31.74228646
28:20.8,sell,-2,31.70762823
28:21.4,sell,-21651,31.68370704
28:21.6,sell,-201172,31.68045061
28:22.5,buy,160775,31.64958899
28:22.7,sell,-636,31.65671373
28:22.8,sell,-1500,31.50915581
28:23.4,sell,-65635,31.46926331
28:23.6,sell,-36,31.21509012
28:24.0,buy,135375,31.00560681
28:25.0,buy,3576,31.23288694
28:25.1,sell,-2000,31.33135057
28:25.6,buy,9184,31.27089817
28:26.0,sell,-92604,31.31847024
28:26.2,buy,69736,30.61837582
28:27.1,buy,1285,30.65450364
28:27.8,buy,14235,30.67391186
28:28.6,sell,-783,30.70190318
28:29.1,sell,-2309,30.41548218
28:29.7,buy,23598,30.40872785
28:30.5,buy,1549,30.43902926
28:30.6,buy,2022,31.21991796
28:31.1,buy,199,31.26629614
28:31.7,buy,121,31.34930048
28:31.8,sell,-101121,31.35577258
28:31.9,buy,46436,31.26618359
28:32.9,buy,26405,31.29883701
28:33.7,buy,20405,31.31318696
28:33.8,buy,7317,31.35163628
28:33.9,sell,-117831,31.40009697
28:34.9,buy,20488,31.17005989
28:35.0,buy,46615,31.4797376
28:35.2,buy,51157,31.59890168
28:35.2,sell,-73140,31.61939564
28:35.7,sell,-33016,31.55729977
28:36.1,buy,105860,31.24471196
28:37.0,sell,-39438,31.2753537
28:37.6,buy,21399,31.27503335
28:37.6,sell,-2790,31.37938123
28:38.1,buy,5407,31.31912289
28:38.5,sell,-221315,31.43453249
28:38.9,sell,-16869,31.17671128
28:39.7,sell,-1008,30.82308583
28:40.3,buy,136993,30.8030286
28:41.2,sell,-16576,30.80314588
28:41.5,sell,-1115,30.78395708
28:42.4,buy,82478,30.78323454
28:43.3,sell,-5092,30.97818327
28:43.9,sell,-957,30.96622172
28:44.3,buy,28603,30.9580738
28:45.0,sell,-44597,31.09931822
28:45.6,sell,-6011,31.09868088
28:46.1,buy,78772,30.88039765
28:46.5,buy,1490,30.88120333
28:46.5,buy,115,31.05644184
28:47.2,buy,377,31.07097588
28:47.4,sell,-3398,31.08790985
28:48.2,buy,2592,31.06161911
28:48.5,sell,-240345,31.15795795
28:48.7,buy,122339,31.13600525
28:48.8,sell,-35962,31.20649373
28:49.0,sell,-6627,31.16419016
28:49.4,buy,2545,31.13924278
28:49.9,buy,61937,31.26904632
28:50.3,sell,-78699,31.32765799
28:50.4,sell,-53,31.31852879
28:51.0,buy,52690,31.29755628
28:51.5,buy,119772,31.53460017
28:52.0,buy,2398,31.56479144
28:52.9,sell,-1951,31.64378537
28:53.9,buy,629,31.63585602
28:54.2,sell,-30608,31.63598823
28:54.4,sell,-1431,31.63029743
28:54.9,sell,-492,31.6270211
28:55.0,sell,-1949,31.50277221
28:55.5,sell,-70579,31.43550287
28:55.7,sell,-27912,31.405211
28:56.4,buy,128860,31.40078164
28:57.4,sell,-4605,31.40575541
28:57.8,sell,-114251,31.36947651
28:58.2,sell,-547328,31.16037338
28:58.7,buy,408092,31.10484561
28:59.6,buy,86450,31.14511856
29:00.4,buy,153520,31.26348241
29:00.6,sell,-1150,31.57870926
29:01.5,buy,12136,31.54115218
29:01.8,sell,-39163,31.55103708
29:02.4,buy,34153,31.52052274
29:03.0,sell,-36808,31.69835557
29:03.4,buy,37288,31.62248011
29:04.0,sell,-39195,31.63986923
29:04.5,buy,55111,31.42935955
29:04.7,buy,736,31.45247295
29:05.2,sell,-57794,31.83096144
29:05.8,buy,11692,31.80611914
29:06.4,buy,12880,31.87988996
29:07.3,sell,-252758,31.91931715
29:08.2,buy,29279,31.91870556
29:08.6,sell,-4607,32.02264456
29:09.3,sell,-50100,31.93303371
29:09.4,buy,84105,31.79179294
29:10.2,sell,-50232,31.80194648
29:10.8,sell,-16806,31.74933378
29:11.3,sell,-46876,31.74577314
29:12.1,sell,-2875,31.70585347
29:13.0,sell,-145988,31.33027906
29:13.0,sell,-1159,31.32427822
29:13.9,sell,-167190,31.27100682
29:14.1,sell,-80052,31.22109738
29:15.0,buy,156385,31.07048085
29:16.0,buy,414045,31.49066435
29:16.8,sell,-5,31.61952668
29:17.8,buy,18947,31.60895804
29:18.4,sell,-18381,31.66532454
29:18.8,buy,25845,31.55046151
29:18.8,buy,137983,31.60911393
29:19.3,buy,4876,31.62354761
29:19.3,buy,662,31.65846017
29:19.9,sell,-121245,31.65988501
29:20.6,sell,-87,31.60324643
29:21.2,sell,-81812,31.60221222
29:22.1,buy,21849,31.54269963
29:22.8,buy,176026,31.59469801
29:23.0,buy,1504,31.63908384
29:23.4,buy,3327,31.68366416
29:24.2,buy,346,31.7896194
29:25.2,buy,68,31.9089583
29:26.2,sell,-32715,31.95171522
29:27.1,sell,-2239,31.92123201
29:27.7,sell,-23011,31.84484092
29:27.7,buy,2289,31.79616806
29:28.4,sell,-8,31.8023441
29:28.7,buy,9462,31.78973966
29:29.4,sell,-131,31.87092596
29:30.3,buy,41662,31.84432109
29:30.5,buy,861,31.91717613
29:30.7,sell,-11904,31.99699024
29:31.1,sell,-19786,31.98327356
29:31.3,buy,15706,31.97824437
29:31.4,sell,-7102,32.07379941
29:31.5,sell,-32602,32.06170994
29:32.1,buy,25826,32.04208437
29:32.3,sell,-15573,32.20585119
29:32.9,buy,41760,32.17933081
29:33.9,sell,-3146,32.18200256
29:34.1,sell,-3893,32.1770702
29:34.9,sell,-92784,32.15451685
29:35.8,sell,-79,32.1133499
29:36.2,sell,-17406,32.11014338
29:37.1,sell,-12645,32.02398205
29:37.8,sell,-17347,31.97581999
29:38.3,buy,28174,31.9745439
29:39.0,buy,118459,31.98720067
29:39.5,buy,8211,31.99083006
29:39.8,buy,9,32.04727652
29:40.5,sell,-523201,32.11191254
29:40.7,buy,293168,32.02972517
29:40.7,sell,-12964,32.07891467
29:41.0,sell,-13284,32.04053969
29:41.7,buy,156175,32.0370747
29:42.0,sell,-6989,32.06617206
29:42.6,buy,36466,32.01964372
29:43.0,sell,-3085,32.08747831
29:43.1,buy,54095,31.94738673
29:43.7,sell,-166263,31.95022935
29:43.8,sell,-4031,31.91843928
29:44.8,buy,68505,31.91150394
29:45.6,sell,-9673,32.0590134
29:46.5,sell,-129910,31.96472441
29:47.1,sell,-167232,31.935671
29:47.5,sell,-9868,31.8744461
29:48.4,sell,-18319,31.69321845
29:48.8,sell,-25054,31.68014561
29:49.2,buy,167488,31.59926429
29:49.5,sell,-39300,31.63897805
29:49.9,buy,32580,31.62003884
29:50.9,sell,-103990,31.81025092
29:51.5,buy,31507,31.78871935
29:52.2,buy,372432,31.8023583
29:52.5,buy,16814,31.82661555
29:52.7,sell,-4438,31.83170351
29:53.1,sell,-503,31.79003496
29:53.4,sell,-6876,31.64982716
29:54.1,buy,9123,31.58581705
29:55.0,sell,-745,31.61302141
29:55.3,buy,5664,31.36790851
29:55.9,buy,414,31.40007766
29:56.6,buy,779,31.5290508
29:57.2,sell,-3685,31.53187963
29:57.3,buy,2467,31.41703117
29:58.3,buy,1569,31.43539216
29:58.7,buy,58,31.55692397
29:59.4,sell,-360732,31.66313014
30:00.1,buy,201599,31.23594553
30:00.5,buy,3131,31.24243143
30:00.7,sell,-188972,31.40229121
30:01.3,sell,-727,31.32006295
30:02.1,sell,-36596,31.30614703
30:02.3,buy,252467,31.30258179
30:02.3,buy,36991,31.30546329
30:03.1,buy,42590,31.31401328
30:03.6,buy,6697,31.3145484
30:04.1,sell,-11886,31.38011704
30:04.2,buy,19475,31.36754139
30:04.4,sell,-211853,31.37676809
30:04.8,sell,-59435,31.37353251
30:05.0,buy,276345,31.36340145
30:05.6,sell,-56275,31.43290982
30:06.0,buy,7578,31.27553315
30:06.3,buy,70866,31.28947776
30:07.2,sell,-7090,31.29718394
30:07.2,buy,4340,31.2699741
30:07.4,buy,2198,31.28570365
30:07.6,buy,9004,31.43066503
30:07.8,sell,-1,31.45123663
30:08.2,buy,19,31.42241673
30:08.2,buy,358,31.47659664
30:08.8,buy,22,31.53258777
30:09.0,buy,4,31.64964587
30:09.9,sell,-2229,31.67362906
30:10.3,sell,-200586,31.54725807
30:10.4,sell,-29059,31.51069792
30:10.6,sell,-193488,31.34412397
30:10.8,sell,-579603,31.34213097
30:11.1,buy,895162,31.28069035
30:11.3,sell,-115,31.30134106
30:11.8,buy,44313,31.29980714
30:12.5,sell,-14355,31.4527194
30:13.0,sell,-14123,31.33420029
30:13.3,buy,81617,31.33308365
30:13.8,sell,-68452,31.33485524
30:14.5,sell,-317768,31.24345653
30:14.8,buy,58775,31.22516486
30:15.2,sell,-24362,31.23142008
30:15.5,sell,-7075,31.14905937
30:15.5,buy,125636,31.14077081
30:16.2,sell,-103553,31.16283879
30:16.3,buy,188446,31.06517875
30:16.8,buy,126854,31.06772765
30:17.0,sell,-69756,31.10660807
30:17.7,sell,-27544,31.0580208
30:18.7,buy,67930,31.05645084
30:19.6,sell,-13,31.06261536
30:19.8,sell,-237,31.05753983
30:20.0,buy,3420,31.05467799
30:20.6,buy,8358,31.06567475
30:20.6,sell,-3753,31.08250232
30:21.6,buy,5004,30.9998148
30:21.8,sell,-64110,31.06875192
30:21.9,buy,32789,31.06371362
30:22.5,buy,63780,31.12463693
30:23.3,sell,-33445,31.1975666
30:23.5,buy,4495,31.18998302
30:24.1,buy,4945,31.2037513
30:24.3,buy,12378,31.27581078
30:24.9,buy,20980,31.31416439
30:25.9,sell,-125581,31.31991594
30:26.6,sell,-30481,31.30459703
30:26.7,sell,-60059,31.26555903
30:26.9,buy,198259,31.22401745
30:27.5,sell,-16178,31.22475877
30:27.6,sell,-334,31.19805384
30:28.0,sell,-10908,31.18321956
30:28.8,buy,36945,31.15566211
30:29.2,buy,10299,31.17258191
30:30.1,sell,-12521,31.17400624
30:30.7,sell,-3028,31.07604452
30:30.8,sell,-19290,31.03140557
30:31.6,buy,39026,30.9862334
30:32.4,sell,-96876,31.00547249
30:32.9,sell,-30744,31.00368044
30:33.1,buy,27657,30.97249574
30:34.0,sell,-7719,31.05349926
30:34.2,buy,37761,31.0124204
30:34.6,buy,63187,31.01583656
30:35.3,buy,7442,31.04090732
30:35.5,buy,1593,31.04348077
30:35.8,buy,240,31.05029055
30:36.6,sell,-160,31.05444021
30:37.4,sell,-1359,31.04605886
30:37.6,buy,47,30.99337893
30:38.3,sell,-11453,30.99813107
30:38.8,sell,-87637,30.97028745
30:39.1,buy,47501,30.95405475
30:39.1,buy,13985,30.95429429
30:39.9,sell,-7261,30.96268598
30:40.5,buy,1390,30.96014635
30:40.7,buy,32390,31.05401811
30:41.2,sell,-15294,31.05466865
30:41.6,sell,-55868,31.0376219
30:42.5,sell,-14627,31.01578991
30:43.5,sell,-12405,30.99886166
30:43.7,sell,-30,30.90162636
30:43.9,sell,-27902,30.89016073
30:44.3,buy,81333,30.83049564
30:44.5,buy,45833,30.85173517
30:45.0,buy,4126,30.85519594
30:45.3,buy,3539,30.94753912
30:46.2,sell,-9696,30.95707892
30:46.3,sell,-12796,30.95502746
30:46.9,buy,6654,30.93872692
30:47.7,buy,15992,30.95242304
30:48.0,buy,2904,30.9572912
30:48.6,buy,463,30.96383948
30:48.9,buy,341,30.97048398
30:49.5,buy,39,30.97663774
30:50.1,buy,13,30.98600103
30:50.2,sell,-1228,30.98817128
30:51.1,buy,596,30.98120712
30:51.9,sell,-17588,30.9997175
30:52.0,sell,-17562,30.98090302
30:52.2,sell,-123477,30.94102406
30:52.7,sell,-234062,30.92396043
30:53.4,buy,182645,30.91159032
30:53.8,sell,-2292,30.91951161
30:54.1,sell,-54,30.91650788
30:54.4,sell,-83004,30.90316398
30:55.2,sell,-59037,30.88625809
30:55.6,sell,-452663,30.87952977
30:56.4,buy,391062,30.87791241
30:56.8,sell,-255,30.87668701
30:57.6,sell,-24792,30.87722683
30:58.4,buy,341289,30.87733221
30:58.7,buy,98329,30.862043
30:59.3,sell,-27,30.84067715
31:00.3,sell,-135470,30.85898574
31:00.4,buy,34838,30.87211088
31:00.9,sell,-32540,30.85080295
31:01.0,buy,3582,30.85102038
31:01.8,sell,-17577,30.76273499
31:02.5,sell,-8,30.76343819
31:03.2,sell,-36509,30.76663155
31:03.9,sell,-198808,30.76794679
31:04.2,sell,-276559,30.80871152
31:04.9,buy,276749,30.8105278
31:05.0,buy,311393,30.80852014
31:05.4,buy,20912,30.78938766
31:05.5,sell,-71447,30.77949673
31:06.2,buy,78127,30.88459547
31:06.8,sell,-1104,30.86211141
31:07.5,sell,-31203,30.86625426
31:08.3,sell,-36968,31.19382605
31:09.2,sell,-178635,31.19488148
31:09.2,sell,-13165,31.24195195
31:09.7,buy,9050,31.27340657
31:09.7,sell,-296,30.97601503
31:09.7,buy,198396,31.20551871
31:10.3,sell,-5574,31.09444602
31:11.0,sell,-1871,31.12111664
31:11.2,sell,-30623,31.26885645
31:12.1,sell,-93503,31.28531013
31:13.0,sell,-71024,31.35614961
31:13.3,buy,227172,31.35635224
31:13.7,buy,12572,31.05658652
31:14.5,buy,11059,31.03205681
31:14.9,sell,-214052,30.92485029
31:15.2,buy,66504,31.16903266
31:15.4,sell,-552,31.02173245
31:15.8,sell,-83,31.1060315
31:16.1,sell,-125,31.21220229
31:16.6,sell,-1818,31.23128238
31:17.3,sell,-31848,31.33151429
31:17.7,sell,-39142,31.55009674
31:18.4,sell,-199627,31.6112276
31:18.5,sell,-8490,32.36954579
31:19.0,buy,68288,32.46544832
31:19.1,sell,-6507,32.3106041
31:19.3,buy,136937,36.21021526
31:20.3,buy,281255,36.04816769
31:20.7,buy,102,35.8150058
31:21.4,sell,-792,35.14385069
31:21.6,buy,23,35.31988658
31:22.1,sell,-385854,35.16052548
31:23.0,buy,349246,34.60210638
31:23.7,sell,-3243,35.09710742
31:24.5,buy,34445,33.99386009
31:24.9,sell,-548,34.58315474
31:25.1,sell,-5867,33.6885662
31:25.6,buy,12845,32.58767101
31:25.8,sell,-859,32.85490943
31:26.7,sell,-81666,31.61324988
31:27.5,sell,-225845,29.17646475
31:27.9,buy,283719,28.14473737
31:28.9,sell,-5832,28.28483836
31:29.1,buy,5473,28.10362801
31:29.8,sell,-22311,28.73210272
31:30.2,sell,-143233,28.65939641
31:30.5,sell,-59413,27.79464573
31:30.9,buy,64105,27.74238385
31:31.7,buy,24265,28.05936241
31:31.9,sell,-77595,28.27099764
31:32.2,sell,-306,28.07182077
31:33.0,buy,167700,27.81891783
31:33.3,buy,65461,28.16885336
31:33.5,sell,-29657,30.24458971
31:33.9,sell,-8306,30.14376885
31:34.1,sell,-17949,29.93230471
31:34.5,buy,52847,29.08078262
31:35.4,sell,-1194,29.16591832
31:36.1,buy,2656,29.16398052
31:36.7,sell,-7835,29.20072141
31:37.1,buy,6659,29.01421558
31:37.8,buy,4494,29.86494187
31:37.9,sell,-4518,29.99751235
31:38.4,buy,5131,29.66517588
31:39.0,sell,-114,29.77723393
31:39.1,buy,742,29.73949472
31:39.7,sell,-79110,29.76376228
31:40.0,buy,23250,29.71664036
31:40.3,buy,17495,29.73128795
31:40.5,buy,32733,29.93236061
31:41.1,buy,2189,30.57862203
31:41.1,buy,4609,31.32220643
31:41.4,sell,-2168,31.34644637
31:42.1,buy,3375,31.33552385
31:42.4,buy,361,31.55131665
31:43.2,sell,-256903,34.15711001
31:44.1,buy,231094,32.74675305
31:44.3,sell,-1563,32.91140919
31:44.8,sell,-420172,32.18203269
31:45.3,sell,-4,31.6668017
31:46.3,sell,-2280,31.36880383
31:47.2,sell,-240309,31.07364971
31:47.3,buy,140810,31.07064385
31:47.4,sell,-2970,31.07647274
31:47.8,buy,171458,31.02177697
31:47.9,sell,-37247,31.46078366
31:48.8,sell,-8361,31.44352598
31:49.5,sell,-88936,31.33521756
31:50.4,sell,-58535,30.83845014
31:51.0,sell,-9148,29.17776532
31:51.9,sell,-4112,28.94400647
31:52.1,sell,-1,28.52661169
31:52.5,sell,-6430,28.46115023
31:52.8,buy,550193,28.40632755
31:53.4,sell,-2454,28.51070688
31:54.0,buy,18168,27.85502821
31:54.6,buy,5148,27.94342194
31:54.8,buy,2025,27.94486296
31:55.6,sell,-783,27.9635678
31:56.3,sell,-20054,27.78566101
31:56.6,sell,-2443,27.72793843
31:57.6,sell,-104530,27.52937286
31:58.5,buy,44389,27.12604767
31:58.7,sell,-376,27.16467594
31:58.8,sell,-22506,26.68611739
31:59.0,sell,-291300,26.61851557
31:59.7,buy,116725,26.38869572
31:59.8,buy,18872,26.6916553
32:00.7,sell,-13353,26.71268728
32:01.3,sell,-3758,26.71039252
32:02.3,sell,-35457,26.6897741
32:02.3,sell,-10119,26.63603651
32:02.5,buy,196115,26.54071048
32:03.2,buy,145092,26.59015888
32:04.0,sell,-32305,26.64994998
32:04.5,buy,25140,26.58952278
32:04.7,sell,-12521,26.7219379
32:05.0,buy,20893,26.64088524
32:05.4,buy,1682,27.06294372
32:06.3,sell,-164119,27.22005416
32:06.6,buy,73405,27.12520332
32:06.9,buy,74685,27.16747693
32:07.3,buy,7962,27.26028013
32:07.6,sell,-14,28.17024136
32:08.6,sell,-26541,26.99666841
32:08.6,buy,33073,26.67317826
32:09.3,buy,3368,26.92409464
32:09.9,sell,-11670,27.07583861
32:10.0,sell,-162928,27.05053035
32:10.0,buy,44181,26.99845488
32:10.8,sell,-16273,27.04028073
32:11.1,buy,3709,26.95090262
32:11.2,sell,-333398,26.99648707
32:11.6,buy,191454,26.80715106
32:11.9,sell,-239674,26.84881587
32:12.4,sell,-150,26.79954216
32:13.1,buy,56118,26.74772016
32:13.6,sell,-19093,26.82528087
32:14.5,sell,-78665,26.75751086
32:14.7,sell,-19450,26.7478025
32:15.0,buy,47418,26.74158658
32:15.7,buy,415638,26.74448826
32:16.5,sell,-119287,26.92214012
32:17.1,buy,186578,26.8078821
32:17.9,buy,45626,27.68228581
32:18.5,buy,4271,27.81931807
32:18.7,sell,-4013,27.9609375
32:19.7,buy,9474,27.77677295
32:19.8,sell,-38576,28.72257902
32:20.0,buy,13820,28.66669618
32:20.4,buy,21547,29.03158746
32:21.2,sell,-10154,29.20471699
32:22.0,buy,11637,28.8731178
32:22.5,sell,-17523,29.04640608
32:23.0,buy,11519,29.04500268
32:23.4,buy,3889,29.04660368
32:23.9,buy,60,29.1193514
32:24.4,buy,3358,29.81112623
32:25.4,sell,-105,29.87388637
32:25.8,buy,640,29.86948959
32:26.4,sell,-70824,30.06495723
32:27.3,buy,54091,29.93977898
32:27.7,sell,-3626,29.94340458
32:27.7,sell,-210129,29.84690942
32:28.2,buy,199846,29.81651019
32:29.1,sell,-7189,30.02151786
32:29.5,sell,-232390,29.73529173
32:30.4,buy,245346,29.5336941
32:30.5,buy,19724,29.5985535
32:30.7,buy,1130,29.65268756
32:31.3,sell,-55986,29.95455893
32:31.8,buy,47845,29.74048139
32:32.0,buy,1172,29.74065923
32:32.8,buy,3187,29.74788981
32:33.3,sell,-378,29.81924176
32:34.2,sell,-3747,29.78497312
32:34.4,sell,-3218,29.7050209
32:35.0,buy,9147,29.27586066
32:35.8,sell,-18293,29.3013597
32:36.2,sell,-65162,29.24491663
32:36.5,sell,-19892,29.23997217
32:37.5,sell,-8497,29.12385448
32:37.7,sell,-938,29.12262527
32:37.8,buy,77898,28.68024024
32:38.1,buy,33942,28.78040561
32:38.2,buy,4811,28.96858228
32:38.2,buy,1599,28.99718538
32:38.2,buy,210,29.32926859
32:38.7,buy,50,29.64298988
32:38.9,buy,91,29.86476927
32:39.7,buy,57,29.93116879
32:40.4,buy,61,29.97026198
32:40.6,sell,-318256,29.99591126
32:40.7,sell,-825,29.98209097
32:40.9,buy,147579,29.88566762
32:41.6,sell,-12595,30.12620216
32:41.6,sell,-35440,30.08959294
32:41.8,sell,-296057,30.0733733
32:42.2,sell,-11145,30.02946298
32:42.5,buy,162681,29.93391791
32:43.1,sell,-21275,29.9576584
32:43.6,sell,-14084,29.91876604
32:44.0,buy,342191,29.79517131
32:44.3,sell,-139287,29.9685807
32:45.0,sell,-66850,29.65261984
32:45.8,buy,123494,29.43485448
32:45.8,sell,-760,29.4907897
32:46.8,sell,-6759,29.37667255
32:47.2,buy,23022,29.35986178
32:47.3,sell,-167553,29.50538889
32:48.1,buy,232216,29.43854362
32:49.0,sell,-725,29.60293718
32:49.2,buy,14592,29.54463585
32:49.7,sell,-4347,29.59425807
32:50.4,sell,-7582,29.59310028
32:51.0,sell,-335239,29.51996829
32:51.7,buy,283634,29.27144413
32:52.3,buy,34256,29.28405343
32:53.1,buy,61013,29.2854898
32:53.3,sell,-9146,29.31102324
32:53.8,sell,-452,28.76945447
32:53.9,sell,-6935,28.48729266
32:54.7,sell,-19127,28.46243335
32:55.5,sell,-3069,28.26014287
32:55.6,sell,-2976,27.9138882
32:56.4,sell,-6917,27.79365155
32:57.0,buy,9606,27.52378995
32:57.8,sell,-749,27.52516437
32:58.6,buy,27575,27.45745125
32:58.7,buy,1165,27.46162161
32:59.6,buy,2343,27.46645141
33:00.3,sell,-117092,28.0296043
33:00.9,buy,90936,27.99290565
33:01.8,buy,33630,28.0417783
33:02.7,buy,3986,28.34111081
33:03.2,sell,-73111,28.34397852
33:03.4,buy,78326,28.20817466
33:03.9,sell,-60465,28.3685162
33:04.0,buy,41945,28.23523094
33:04.7,sell,-287249,28.60044269
33:05.2,sell,-12738,28.54442078
33:06.1,sell,-9871,28.52307998
33:06.9,sell,-2910,28.52227829
33:07.1,buy,3699,28.45688697
33:07.9,buy,298956,28.54768158
33:08.0,buy,16063,28.90323948
33:08.8,sell,-59911,28.92221898
33:09.0,buy,61004,28.90360567
33:09.9,buy,12271,28.92859302
33:10.8,buy,3213,29.0164691
33:11.6,sell,-16131,29.07582135
33:11.8,sell,-8720,29.05820265
33:12.3,sell,-23962,29.05166
33:12.6,sell,-5631,29.0493408
33:13.0,sell,-740,29.02955339
33:13.8,buy,43810,29.00012513
33:14.5,sell,-17717,29.02009876
33:14.7,buy,565,29.01092004
33:15.5,sell,-24318,29.03328185
33:15.7,sell,-54356,28.99175369
33:15.8,sell,-128835,28.78531512
33:16.0,sell,-227,28.51182941
33:16.5,buy,138923,28.43690385
33:16.5,sell,-46855,28.86852408
33:17.0,sell,-33768,28.799447
33:17.3,buy,99372,28.74004128
33:17.8,buy,25762,28.75275334
33:18.5,sell,-73670,28.91049959
33:19.4,sell,-211,28.88928708
33:20.1,buy,109616,28.88338566
33:21.0,sell,-86161,29.59626915
33:21.3,sell,-36860,29.58515879
33:21.9,buy,104092,29.09761355
33:22.7,buy,8510,29.18331481
33:23.1,buy,934,29.2010557
33:23.2,buy,19644,29.52523865
33:23.5,buy,2093,29.52581234
33:23.5,buy,982,29.64264846
33:23.5,buy,4560,29.68516028
33:23.8,sell,-290672,29.78715884
33:24.7,sell,-282002,29.05899576
33:25.1,buy,281596,29.01064507
33:25.9,sell,-17438,29.09894847
33:26.5,sell,-14951,29.09096164
33:27.4,sell,-3690,29.05366506
33:27.8,sell,-2255,29.04145916
33:28.3,sell,-3169,29.01585331
33:28.7,buy,112864,28.49813061
33:29.5,buy,16577,28.52039979
33:29.8,sell,-4801,28.59393619
33:30.4,buy,83794,28.52201006
33:30.7,sell,-1021,29.14949173
33:31.1,buy,117862,29.00827011
33:31.6,buy,7719,29.04149766
33:32.4,buy,15,29.10311717
33:33.0,sell,-6234,29.26466929
33:33.9,sell,-5585,29.17421289
33:34.8,sell,-126786,29.07022611
33:35.2,sell,-58591,29.06814828
33:36.2,sell,-14557,28.94094587
33:37.0,sell,-11977,28.88912026
33:37.1,buy,161354,28.8796502
33:37.1,buy,12447,29.25613797
33:37.1,sell,-45528,29.28634367
33:37.5,sell,-26422,29.28435514
33:38.2,sell,-16273,29.19445406
33:39.2,buy,8170,29.192941
33:39.7,sell,-88123,29.26324143
33:39.9,sell,-456,28.65581768
33:40.3,sell,-45733,28.63409255
33:40.7,sell,-15313,28.47809368
33:41.4,sell,-622,28.30062982
33:41.6,sell,-51537,28.19602375
33:41.8,buy,186597,27.89718217
33:42.0,buy,42525,28.10110617
33:42.3,sell,-45422,28.15991576
33:42.7,sell,-33848,28.11895952
33:42.9,sell,-114713,28.0831199
33:43.2,buy,121150,28.01775521
33:44.2,buy,53281,28.03833957
33:44.5,buy,66550,28.17188967
33:44.6,buy,41655,28.69059118
33:45.5,sell,-71816,28.69314256
33:45.8,sell,-32388,28.65230309
33:45.9,buy,110698,28.62998129
33:45.9,sell,-73857,28.64043239
33:46.3,buy,21118,28.55296828
33:47.2,sell,-45450,28.57087881
33:47.6,buy,56139,28.34999195
33:48.6,sell,-138,28.36767891
33:49.1,sell,-65601,28.212647
33:50.0,buy,114985,27.97114472
33:50.0,buy,638,28.00902915
33:50.3,sell,-3424,28.04207137
33:51.0,buy,498,27.9783271
33:52.0,buy,2944,28.04032695
33:52.3,sell,-13265,28.13035682
33:52.9,buy,13040,28.11230851
33:53.2,buy,578,28.25186904
33:53.5,sell,-49812,28.35372893
33:53.7,sell,-73,27.55452366
33:54.1,buy,5105,27.07037732
33:54.4,sell,-262168,27.11245757
33:55.0,buy,181330,26.97513719
33:55.9,sell,-81825,26.98719848
33:56.8,buy,92425,26.8156281
33:57.4,sell,-35,26.85482509
33:58.0,buy,82823,26.74634274
33:58.1,buy,14040,26.74856242
33:58.9,sell,-93335,26.76799853
33:59.0,sell,-1435,26.66359872
33:59.1,buy,26729,26.59845068
33:59.8,buy,67607,26.60680883
34:00.2,sell,-151347,26.6405357
34:01.0,buy,69959,26.39415396
34:01.9,buy,15515,26.60182517
34:02.5,buy,27451,26.67955651
34:03.5,buy,57047,26.72960263
34:04.1,sell,-44524,26.80204669
34:04.2,buy,5642,26.70814895
34:04.2,buy,29557,27.25180037
34:05.1,sell,-53893,27.41080391
34:05.6,sell,-7089,27.10546457
34:05.7,buy,17477,27.07768998
34:06.1,sell,-107563,27.08193254
34:06.4,buy,5697,27.07785158
34:06.5,sell,-5570,27.20806017
34:07.3,sell,-3015,27.20765532
34:08.0,sell,-39112,27.05522226
34:09.0,buy,170067,27.03639285
34:09.1,buy,20867,27.4263088
34:09.6,sell,-550,27.44561123
34:10.1,buy,9902,27.3210045
34:10.6,sell,-13723,27.43705612
34:10.7,buy,543,27.37832255
34:10.8,buy,15218,27.3975774
